"","screenName","location","latitude","longitude","state","tweetID","text"
"13","AL_Progressive","Atlanta, GA",33.7489954,-84.3879824,"Georgia",1100838736965840896,"@kroger ...Jesus H....now I’m at 2nd Kroger Pharmacy, and my kid’s tamiflu wasn’t even ready-other Kroger ASSURED ME it would be...dear Lord"
"14","alana_margaret","Seattle, WA",47.6062095,-122.3320708,"Washington",1100977735072079872,"I cancelled it and I'll take myself to urgent care tomorrow instead (Dan went today and they sent him home with tam… https://t.co/OExKTaxFQH"
"15","AndreaMG6788","Texas, USA",31.9685988,-99.9018131,"Texas",1100505171308830720,"@RealJamesWoods Sometimes we had a flu shot, and visiting grandcats. Honestly believed it was allergies. Cried my e… https://t.co/kiUWDs6JJA"
"16","AndyLeeParker1","Portland, Oregon",45.5122308,-122.6587185,"Oregon",1102327978942390272,"@JohnWight1 It's scummy people like him that made #AbuGraib possible.  It still kills me that Rumsfeld profits from… https://t.co/FEDdsGqLOo"
"17","Angelawoodall44","Chumuckla Fl",30.777332,-87.235985,"Florida",1101156535588343808,"Please keep us in prayer. The Flu is running through our house. Tamiflu is not working for the baby at all."
"18","ArikasRamblings","PNW, Washington, USA",47.7510741,-120.7401385,"Washington",1100886105002467328,"@plantbasedvibes Haopened to me last week. I didn't know what was happening. Thought I had a reaction to a trigger.… https://t.co/yQrviv7f97"
"19","arsalanhahsmi","Brooklyn, NY",40.6781784,-73.9441579,"New York",1101736093165277184,"@Rx_Ed Isn’t it that Pts at risk of complications of influenza still should get tamiflu ( after 48 hrs ), it will n… https://t.co/ltFS9yMEQI"
"20","arthurchandra7","Sunnyvale, CA",37.36883,-122.0363496,"California",1100609797311877120,"@TomiLahren @Twitter @facebook @instagram Hey tamiflu, since you're so pro-veteran and anti-injustice and pro-polic… https://t.co/qxxsBB5rXr"
"21","AtMuncie","Where ever you are",42.790719,-83.72064,"Michigan",1101661226839482368,"“My nurse friend told me oscillococcinum dose the same thing as tamiflu” is when my brain exploded. I kept calm tho… https://t.co/ufArVU46Wg"
"22","AttorneyUrso","Stamford, CT",41.0534302,-73.5387341,"Connecticut",1100265896680000000,"@DLoesch @Quicksilver2723 No Tamiflu!"
"23","autumn_nicole17","Lynchburg, VA",37.4137536,-79.1422464,"Virginia",1101234746951114752,"It’s been 3 days and I’ve only been able to eat a few grapes. This tamiflu has me throwing up everything i eat or drink <U+0001F62D><U+0001F62D><U+0001F62D>"
"24","AviBhar","Macon, GA",32.8406946,-83.6324022,"Georgia",1101492046739750912,"And Tamiflu...and ginger. I’m sure we’re missing some essential oils too. https://t.co/80nKs3tffg"
"25","BEautifully_C","KY<U+2708><U+FE0F>LA",37.8393332,-84.2700179,"Kentucky",1100752743864680448,"@Radie_ann I went. They told me tamiflu, rest and fluids and I’ve been doing all that <U+0001F62D>"
"26","behindthenet","San Francisco, CA",37.7749295,-122.4194155,"California",1101934776674443264,"Another great example of our dumbshit American medical system. I have the flu for the 3rd time this year… https://t.co/86ToGdcN6w"
"27","belindalacoste","Dallas, Texas",32.7766642,-96.7969879,"Texas",1100239638831263744,"Tamiflu Now Blamed For Suicide, Hallucinations, Confusion, And More https://t.co/oJrKLosIDA"
"28","bestwishz","niagara falls",43.0962143,-79.0377388,"New York",1100147105816104960,"Tamiflu Now Blamed For Suicide, Hallucinations, Confusion, And More https://t.co/zbmesTpFUd"
"29","BethPapaleo","NoLIta, Manhattan",40.7230413,-73.9948607,"New York",1100102538685308928,"Pharmacies running out of Tamiflu"
"30","bgrube18","Hamburg, NY",42.7158927,-78.8294768,"New York",1101310200173248512,"Today I've taken 
5 Advil
4 Tylenol
4 DayQuil
2 Tamiflu
And I still feel like shit."
"31","billredwine","Morehead, KY",38.1839705,-83.4326841,"Kentucky",1100886237668392960,"Lots of flu going around and a few cases confirmed at the nursing home. Mom started on tamiflu as a precaution afte… https://t.co/vbHLbz4h46"
"32","BobStemen","Boerne, TX (generally)",29.7946641,-98.7319703,"Texas",1100100996934651904,"@SaveTheDarBees Sadly, you get no Tamiflu today <U+0001F62A>"
"33","Bpramos80","Florida, USA",27.6648274,-81.5157535,"Florida",1101828829805461504,"Looks like my baby girl may now have the flu! Trip to the pediatrician later today to confirm. I’m so grateful she… https://t.co/9iWTrsPbkG"
"34","bronco7732"," Brooklyn, NY",40.6781784,-73.9441579,"New York",1102309094197809152,"Tamiflu should be free and distributed at every street corner

Thanx"
"35","brooklynsbunch","Oklahoma, USA",35.0077519,-97.092877,"Oklahoma",1100607672473341952,"I've been fighting the #flu since Friday. Ugh! Tamiflu is all finished, so I'm good, right? haha.

Back to your reg… https://t.co/90ayv5nutT"
"36","BuckeyeSquadron","Columbus, Ohio",39.9611755,-82.9987942,"Ohio",1100910195725795328,"He probably got a shot prior to his death. He was on his way to get some Donald Rumsfeld creation Tamiflu before he… https://t.co/jTYn0DpzfJ"
"37","bytekast","Boulder, CO",40.0149856,-105.2705456,"Colorado",1101578973165772800,"hey #pharmaceutical companies! why isn’t #tamiflu suppository available yet??? 

giving tamiflu to a sick #toddler… https://t.co/DMcW4za4GO"
"38","CaitlynMooneyMD","San Antonio, TX",29.4241219,-98.4936282,"Texas",1100278370762395648,"@ajafari81 @DrCJohns I have asthma and took tamiflu twice and vomited every dose. First flu I had such a bad poster… https://t.co/kNtKmWgibz"
"39","CaitlynMooneyMD","San Antonio, TX",29.4241219,-98.4936282,"Texas",1100277826949992448,"@ajafari81 @DrCJohns It’s been pretty wide spread here. We are in county med system and often low on rvp so I don’t… https://t.co/28xVgjeQQQ"
"40","CandaceCombs","Oklahoma City, OK",35.4675602,-97.5164276,"Oklahoma",1102033645009846272,"This flu is getting worseeee and Tamiflu isn’t doing shii. Plz send help"
"41","CandaceCombs","Oklahoma City, OK",35.4675602,-97.5164276,"Oklahoma",1101324106388172800,"So I have the flu and Amy has been to the store 3 times, first to get my tamiflu, then I needed sprite and chicken… https://t.co/dAnEGSs62Q"
"42","carogonza","Wilmington, North Carolina, USA",34.2103894,-77.8868117,"North Carolina",1101619374669082624,"@TomiLahren @realDonaldTrump Tamiflu, how are you such a dumbass?"
"43","CaroleMartin","Knoxville, TN USA",35.9606384,-83.9207392,"Tennessee",1100955358288375808,"@TreyWallace_ I’d give every <U+0001F3C0> Vol, coach &amp; trainer Tamiflu"
"44","CatieMacD","Memphis, TN",35.1495343,-90.0489801,"Tennessee",1101184856195764224,"I need the name of the SOB who designs the packaging of Tamiflu. I WANT NAMES."
"45","chasemcgowen","Keepin' it Weird in Austin, TX",30.271651,-97.757343,"Texas",1100162331961643008,"@enginerdmd @vweric23 Yeah, as a transplant patient, Tamiflu is the one thing they’ve said I should always do if I… https://t.co/C70U0ped2c"
"46","CheekyRaveness","Birdlandia, Iowa.",41.8780025,-93.097702,"Iowa",1100988859360391168,"@Bait_O9 Intestines are bleh. Having to take tamiflu because there's been Influenza A going around my work (and I w… https://t.co/0JFtCHOvFl"
"47","CheekyRaveness","Birdlandia, Iowa.",41.8780025,-93.097702,"Iowa",1101242194856423424,"Haven been feeling the best today. It must be the tamiflu messing with me. Gah."
"48","Christa0003","Tennessee, USA",35.5174913,-86.5804473,"Tennessee",1100297392535031808,"@hua_zhong @DLoesch CBS news reported it. The insert says this is a possible side effect. So if tamiflu's OWN INSER… https://t.co/7RTGk5Ih5f"
"49","Christa0003","Tennessee, USA",35.5174913,-86.5804473,"Tennessee",1100287474339901440,"@hua_zhong @DLoesch https://t.co/0S2tUFEBLg"
"50","Christa0003","Tennessee, USA",35.5174913,-86.5804473,"Tennessee",1100297757682745344,"@hua_zhong @DLoesch The tamiflu insert says this is a possible side effect. CBS news, along with studies, report th… https://t.co/dNhWgMjKpp"
"51","Christa0003","Tennessee, USA",35.5174913,-86.5804473,"Tennessee",1100287067903397888,"@hua_zhong @DLoesch I know this. That doesn't matter. Just because a doctor prescribes you something, this doesn't… https://t.co/KptEnaTle2"
"52","Christa0003","Tennessee, USA",35.5174913,-86.5804473,"Tennessee",1100276339096150016,"@hua_zhong @DLoesch I've read a lot of horror stories concerning tamiflu. I suggest folks do their research before… https://t.co/ovLW7YKJMM"
"53","Christa0003","Tennessee, USA",35.5174913,-86.5804473,"Tennessee",1100304645803704320,"@hua_zhong @DLoesch The insert clearly says 'changes in behavior' is a possible side effect. Nightmares is another.… https://t.co/W64m8dtZn7"
"54","Christa0003","Tennessee, USA",35.5174913,-86.5804473,"Tennessee",1100315385734270976,"@sdeitch @hua_zhong @DLoesch Umkaay. 
Well you guys can take tamiflu, til the cows come home. But as for me and my… https://t.co/USuOCb4S19"
"55","christophurious","San Diego, Ca",32.715738,-117.1610838,"California",1100836364583485440,"@tonyposnanski @TomiLahren When Tamiflu says “terrorist organization” she’s clearly referring to the NRA."
"56","chroniclateness","New York, New York",36.1023715,-115.1745559,"Nevada",1100868992720343040,"@xolovecourtneyy Are you on tamiflu?"
"57","chroniclateness","New York, New York",36.1023715,-115.1745559,"Nevada",1100896028931309568,"@xolovecourtneyy Thank god! Glad you’re doing better. I think you need to eat food before you take the tamiflu. That might help <U+0001F607>"
"58","Chronicwatch","Marietta, GA",33.952602,-84.5499327,"Georgia",1100794586895654912,"Tamiflu; to get a piece certificate and additionally for the doctor to visualize for serious complications of gripp… https://t.co/fyPDS4q8Md"
"59","claytonforce","San Antonio, TX",29.4241219,-98.4936282,"Texas",1101214856911437824,"I came home early because the wife and son have the flu.  I am on tamiflu as a precaution.  Really hope I don’t get sick."
"60","CLeighCook","Chattanooga, TN",35.0456297,-85.3096801,"Tennessee",1100769889730682880,"@psbrowser @Lee1973Bonnie @caseyzak73 @RealJamesWoods All tamiflu will do is lessen the effect of the flu... you st… https://t.co/5ErYBBnFAe"
"61","colorofyaenergy","Johnson City, TN",36.3134397,-82.3534727,"Tennessee",1100462861447507968,"Patient’s mom: he’s sick. they just gave him tamiflu at the doctor today. He’s okay to get his teeth cleaned right?… https://t.co/UxPsnb9eb2"
"62","Connigrantphoto","richmond virginia",37.5407246,-77.4360481,"Virginia",1101832327032963072,"Tamiflu for two please..and a bottle of grey goose ."
"63","ConnorLee35","Norman, OK",35.2225668,-97.4394777,"Oklahoma",1100824281318084608,"Whoever made Tamiflu $102.53, you a bitch."
"64","cordelia__w","My Old Kentucky Home",37.8069259,-85.4564599,"Kentucky",1101883006556561408,"@WSJ I was diagnosed Thursday, and took Xofluza that afternoon. Today (Saturday), I’m still feeling the exact same… https://t.co/IrtNXhEaeG"
"65","CovfefeAnd","Central Cali",36.9915398,-119.7889248,"California",1101314625675509760,"Thanks because I thought the exact same thing. Don't think TamiFlu's gonna stop that https://t.co/jv9HZS411x"
"66","CrawfordAMC","San Francisco",37.7749295,-122.4194155,"California",1101347303116304384,"@claytonforce Tamiflu is amazing. Hope everyone is feeling better soon."
"67","crisamicone","Franklin, TN",35.9250637,-86.8688899,"Tennessee",1101206720846745600,"My poor boy has the flu which means everyone in the house is now on Tamiflu <U+0001F615><U+0001F912><U+0001F637>."
"68","CSaski","New Baltimore, MI",42.6811436,-82.7368616,"Michigan",1100563651931619328,"@danieldaekim @BBCEarth Hope you feel better. Tamiflu works wonders in the first 48 hours of seeing symptoms."
"69","deborah91473","St Louis",38.6270025,-90.1994042,"Missouri",1101587718843314176,"@NChardonnet He was able to start Tamiflu and it seems to be working"
"70","dellarants","Texas, USA",31.9685988,-99.9018131,"Texas",1100458177898967040,"@cyandean About a week ago my throat was killing me and I had some other flu-like symptoms so I took this which is… https://t.co/DvVWHIVmPz"
"71","dhoomonyou","Florida, USA",27.6648274,-81.5157535,"Florida",1100442652305223680,"@JeremyShure Flushot imho useless. If u get sick the virus MUTATED if u dont flushot is miracle. BS. TAMIFLU should… https://t.co/vNkfWSUV1p"
"72","dhoomonyou","Florida, USA",27.6648274,-81.5157535,"Florida",1100449401095577600,"@xKathrynC @WXMegs Lawsuit against these scumbags that Tamiflu any lawyers  out there??"
"73","dhoomonyou","Florida, USA",27.6648274,-81.5157535,"Florida",1100441842494128128,"@CDCgov Certainly NOT #TAMIFLU the drug profile should be black boxed if not banned"
"74","DJGlittertitts","Maryland, USA",39.0457549,-76.6412712,"Maryland",1101163598758457344,"@ahemexcuseme1 I am too far out for Tamiflu...joy. lol."
"75","doctorMarkyMark","Atlanta, GA",33.7489954,-84.3879824,"Georgia",1100485647444463616,"Yep!  Sounds about right.... Side Effects of Tamiflu include: behavioral change, Stevens-Johnson, TEN, delirium, vo… https://t.co/szfNnPerOK"
"76","Doll_Legs","Land of the Flowers and Angels",41.6521348,-70.2133622,"Massachusetts",1101535415826169856,"The Flu, Pen and sharpie on drawing paper, 5”x5”, 2019. HQ version. Back when I had the flu 3 days after Christmas.… https://t.co/eUPnwD181s"
"77","DrCJohns","Annapolis, MD",38.9784453,-76.4921829,"Maryland",1100188072816324608,"@ajafari81 Fair point &amp; same here in MD, especially those who got vaccinated. When flu is this widespread via infec… https://t.co/sAvzlE5yUv"
"78","drcmgonzalez","El Paso, TX ",31.7618778,-106.4850217,"Texas",1100562716442480640,"Never taken this crap. Never will. Too many other safe, natural things to take like Immuplex, Congaplex, Oregano oi… https://t.co/iDGBYgDLpm"
"79","DrHietanen","New York, USA",40.7127753,-74.0059728,"New York",1100181706286555136,"@DrCJohns Not sure what I loathe more, flu tests in the middle of flu season or Tamiflu..."
"80","DrRaleighSpine","Raleigh, NC",35.7795897,-78.6381787,"North Carolina",1100112961623019520,"Tamiflu is another disaster of a medication! Do not take this poison... https://t.co/FxqFGP9pzC"
"81","DrvanTilburg","Chapel Hill, NC",35.9131996,-79.0558445,"North Carolina",1100195615265427456,"The inconsistency of this parent refusing flu vaccines but requesting Tamiflu is not uncommon but rather puzzling.… https://t.co/AOaRnAzlZo"
"82","EBmedicine","Norcross, GA",33.9412127,-84.2135309,"Georgia",1101859886252601344,"#Oseltamivir (Tamiflu) has been shown to decrease the risk of hospital admission in an intention-to-treat populatio… https://t.co/fwtBdjRNAW"
"83","EBmedicine","Norcross, GA",33.9412127,-84.2135309,"Georgia",1101557720195436544,"#Oseltamivir (Tamiflu) has been shown to decrease the risk of developing respiratory tract complications requiring… https://t.co/92mojD99To"
"84","EBmedicine","Norcross, GA",33.9412127,-84.2135309,"Georgia",1100821673832521728,"#Tamiflu (oseltamivir) is the most common ""treatment"" for #influenza, and a 2015 meta-analysis  found a 21% shorter… https://t.co/pLoK804bz9"
"85","EBmedicine","Norcross, GA",33.9412127,-84.2135309,"Georgia",1100444145548754944,"#Tamiflu (oseltamivir) is the most common ""treatment"" for #influenza, and a 2015 meta-analysis  found a 21% shorter… https://t.co/Qq6Ix8P7EW"
"86","EClaybrook26","Spring Hill,FL",28.4831682,-82.5369872,"Florida",1100586647043915776,"@Da_Dutches Yup for Tamiflu. It was $165 per child"
"87","eksamhammer","Syracuse, NY",43.0481221,-76.1474244,"New York",1100201271905132544,"Flu A + round one of Tamiflu gone wrong = living room camp out. https://t.co/0wJgISTNXw"
"88","eksamhammer","Syracuse, NY",43.0481221,-76.1474244,"New York",1101103842454851584,"I have no shame in bribing my 3.5 year old with trainer battles if it means he will take his Tamiflu for me. #PokemonGo @PokemonGoApp"
"89","EmmaSpecter","nyc",40.7127753,-74.0059728,"New York",1101631867621646336,"doctor: now, i should warn you that tamiflu comes with a slight risk of hallucinations

me: that.......definitely d… https://t.co/pDWJoPM7fl"
"90","enginerdmd","Marvel universe",27.5185306,-82.5417195,"Florida",1100156383956267008,"@vweric23 Plenty of Fluids. Tylenol. Tamiflu. And cookies."
"91","erikalmurray","Texas, USA",31.9685988,-99.9018131,"Texas",1101570665432469504,"Having a love hate relationship with Tamiflu right about now. <U+0001F615>"
"92","EvyDimova","Clay, NY",43.1856814,-76.1717547,"New York",1100191644081623040,"What a terrible Monday, I have been diagnosed with the flu. Looks like I’m on bed rest this week. <U+0001F927><U+0001F637>#flu… https://t.co/Sj4Q8xa7KO"
"93","familybiznas","Norfolk, Va",36.8507689,-76.2858726,"Virginia",1100505450410377216,"Anyone have any experiences with Tamiflu for kids? The kid's doctors just called it in for all 3 kids because Jake… https://t.co/41KLpPc7UX"
"94","flinstoneski","not far",42.726053,-88.5424226,"Wisconsin",1102232480277504000,"@GoldenGirlsRu @DesMBlake18 @ucantstop_me Right on,  The Tamiflu worked great for me .... Make sure to rest,  I did… https://t.co/MSBfN1Qoms"
"95","FOX19Tricia","Cincinnati, OHIO",39.1031182,-84.5120196,"Ohio",1100263570594586624,"@DLoesch @rmead777 My youngest just went though same exact thing.  Except the cat never left her side.  Tamiflu hel… https://t.co/OjShAeFXbm"
"96","Franklin_E_T","Arkansas, USA",35.20105,-91.8318334,"Arkansas",1100137386317672448,"Tamiflu Now Blamed For Suicide, Hallucinations, Confusion, And More https://t.co/Lvx8euod12"
"97","Freeholdchiro","Freehold, NJ",40.2136754,-74.3000878,"New Jersey",1100539279602794496,"Tamiflu is another disaster of a medication! Do not take this poison... https://t.co/M1MNKllJ8u"
"98","FuliginousS","Chicago, IL",41.8781136,-87.6297982,"Illinois",1100822338382323712,"@TheOperaGeek @StrahdVonZ Dang....that is RIGHT OFF THE TAMIFLU BOX!"
"99","gevans245","Birmingham, Alabama",33.5185892,-86.8103567,"Alabama",1100560291870449664,"@DLoesch You got him to the Doctor fast. Tamiflu will knock it out fast as it did with my 7 year old grandson. He s… https://t.co/BiHAUzxxSP"
"100","GianlucaZanna","Arizona",34.0489281,-111.0937311,"Arizona",1101162375863062528,"Tamiflu Now Blamed For Suicide, Hallucinations, Confusion, And More https://t.co/fXrDQ1ohOA"
"101","gomer2323","Soldotna, Alaska",60.4877778,-151.0583332,"Alaska",1100606568075161600,"@WillMuldoon Fevers are lasting 6+ days. Tamiflu only works in the first 24hours. After the fever (finally) breaks,… https://t.co/jNVmPoBM6f"
"102","GreedXbox1","Michigan, USA",44.3148443,-85.6023643,"Michigan",1100760965954572288,"@bopinion @MaxNisen Dealt with this just yesterday trying to get my insurance to cover my prescriptions from my doc… https://t.co/MsxQD41aLq"
"103","greenhousemd","South Carolina",33.836081,-81.1637245,"South Carolina",1100159833226000000,"Sick Visit for a kid with flu A today. No #fluvaccine.
Mom: He's got fever and cough and feels like he can't move.… https://t.co/222YCciaB3"
"104","gschoser","South Florida",27.6648274,-81.5157535,"Florida",1100550379425665024,"And now I have the flu!  Yes I got some Tamiflu had to wait to get it because local Walgreens was out!  Man this fe… https://t.co/FwJMZ16cvJ"
"105","guitargirl0723","Corbin, KY",36.9486986,-84.0968761,"Kentucky",1101999188521422848,"@chrisdocnee Prayers and positive vibes for you guys! Had my 2 yr old at the ER getting fluids and Tamiflu yesterday. It’s rough!"
"106","haley_schmaley","your dreams",34.1945158,-84.3066722,"Georgia",1100102533849198592,"No wonder people are dying from the flu—

I missed a day of work (fortunately, I have paid sick days)

Paid $124 fo… https://t.co/cksRRDEC9g"
"107","hannwhitee","chatt ",35.0180118,-85.2825358,"Tennessee",1101626709407944704,"tamiflu really just makes me sicker <U+0001F974>"
"108","happy_meal41","Louisville, KY",38.2526647,-85.7584557,"Kentucky",1100540071617462272,"Pray for me, about to OD on some tamiflu"
"109","HappyManor","Granite State",43.1938516,-71.5723953,"New Hampshire",1101530493680566272,"@stabyoulots @DefiantlyFree @Gormogons @JoeSilverman7 @CarberryMatthew And I guess Tamiflu, too?"
"110","HarvardDr","Boston, MA",42.3600825,-71.0588801,"Massachusetts",1101467428805115904,"@ssmqld <U+0627><U+062F><U+0648><U+064A><U+0629> <U+0627><U+0644><U+0631><U+0634><U+062D> <U+063A><U+0644><U+0637> <U+0627><U+0635><U+0644><U+0627>. <U+0645><U+0645><U+0643><U+0646> <U+062A><U+0639><U+0645><U+0644> <U+062C><U+0644><U+0637><U+0629> <U+0645><U+062E>. <U+0627><U+062D><U+0630><U+0631><U+0648><U+0647><U+0627>. 

<U+0627><U+062F><U+0648><U+064A><U+0629> <U+0627><U+0644><U+062D><U+0633><U+0627><U+0633><U+064A><U+0629> <U+0643><U+062B><U+064A><U+0631><U+0629>.
<U+0645><U+0641><U+064A><U+0634> <U+062F><U+0648><U+0627><U+0621> <U+0628><U+062C><U+062F> <U+0644><U+062F><U+0648><U+0631> <U+0627><U+0644><U+0628><U+0631><U+062F> <U+0627><U+0644><U+0631><U+0634><U+062D> <U+0627><U+0644>… https://t.co/P93dJkBjUN"
"111","HaY_RaY","Benton, AR",34.5645371,-92.586828,"Arkansas",1102055171318673408,"10 kids in this house and half of them taking tamiflu.... awesome <U+0001F643>"
"112","HaygoodLaw","Odessa, TX",31.8456816,-102.3676431,"Texas",1101978789591040000,"@J_Dot_J Can kids take Tamiflu? I remember it wrecking me for a day but it fixed the flu."
"113","HaygoodLaw","Odessa, TX",31.8456816,-102.3676431,"Texas",1100153934080077824,"@jkimballcook Go get tamiflu now"
"114","heatherpeno","Stateless",40.0083495,-105.2579263,"Colorado",1101302767229042688,"You didn’t share your tamiflu with them, though, did you?"
"115","HonnyDipp","Roanoke, VA",37.2709704,-79.9414266,"Virginia",1100777592259514368,"My #Tamiflu is finally starting to work. Spending another day in bed with the flu #MichaelCohenTestimony will keep… https://t.co/jtlY7Uirtc"
"116","hua_zhong","San Jose, CA",37.3382082,-121.8863286,"California",1100260642651426816,"@DLoesch One word: tamiflu. Four words: tamiflu for the family."
"117","hua_zhong","San Jose, CA",37.3382082,-121.8863286,"California",1100318636164538368,"@Christa0003 @sdeitch @DLoesch Your choice. Unlike vaccine, at least you are not endangering others, so it's comple… https://t.co/bOCeRxoKQ0"
"118","hua_zhong","San Jose, CA",37.3382082,-121.8863286,"California",1100294222614151168,"@Christa0003 @DLoesch Tamiflu causes teenagers to kill them selves? I guess you don’t trust vaccine either."
"119","imkaylanicole","University of Kentucky",38.0306511,-84.5039697,"Kentucky",1101243001811226624,"Just got sneezed on at work &amp; they picking up Tamiflu <U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643><U+0001F643>"
"120","ImLiterallyLily","fort collins, co",40.5852602,-105.084423,"Colorado",1101462074796826624,"i called the nurse hotline because i just want to know if i can take nyquil with tamiflu i’m fuckin tired just let me talk to a nurse"
"121","ind3fatigable","in a strange place",38.93654,-94.384627,"Missouri",1100510197313875968,"Tamiflu comes in the most quaint little capsule. Thank God, because that means I can actually swallow it"
"122","ind3fatigable","in a strange place",38.93654,-94.384627,"Missouri",1101324063316893696,"3 more doses of Tamiflu. I see a ram in the thicket"
"123","jamesgray0","Cincinnati, OH",39.1031182,-84.5120196,"Ohio",1100820440333910016,"Check out @PEMTweets thread on flu. This work from @bmj_latest on Tamiflu is a must read for anyone who diagnoses a… https://t.co/SrLBlwLsbu"
"124","JanieLanham8","KTown",40.7477385,-73.9868938,"New York",1101111411919462400,"@wesrucker247 Can someone give the whole team. Tamiflu and zinc please?"
"125","JanieLanham8","KTown",40.7477385,-73.9868938,"New York",1101112315301244928,"@RickBarnesUT please gave all our guys take some zinc and drink plenty of O.j...Tamiflu if possible"
"126","Jasmine_Sharee","Wherever God & dreams take me",42.95076,-85.6363739,"Michigan",1101924563716329472,"Thank God for my sister and Tamiflu......"
"127","jaxwax04","Florida, USA",27.6648274,-81.5157535,"Florida",1100927220887969792,"@travisbyday You finally give both of them tamiflu, or you still playing favorites?"
"128","jayhawkrx93","Kansas",39.011902,-98.4842465,"Kansas",1101924698005405696,"Great, the tamiflu &amp; zithromax chick is at the immediate care place today <U+0001F610>"
"129","jazzgotsoul","vegas",36.1699412,-115.1398296,"Nevada",1101604697339817984,"Tamiflu and inhalers <U+0001F927> I’m not gonna die after all https://t.co/LPy4fL7SRx"
"130","jbavousett","1 AU from Sol, near Dallas",32.7766642,-96.7969879,"Texas",1100376856593944576,"@DLoesch I’m in the same boat.  Type A, taking Tamiflu.  I feel like I got hit by a truck."
"131","JCMentorMom","California, USA",36.778261,-119.4179324,"California",1100303414913712128,"@DLoesch Please no Tamiflu or tylenol... deadly for children. 10 Natural Cold and Flu Remedies That Work  - The Hea… https://t.co/ecGfrtyWgm"
"132","jejackson64","Denver",39.7392358,-104.990251,"Colorado",1102034635402420224,"His &amp; hers Tamiflu #inthistogether #nothingbutfun https://t.co/AapLQHWA5Y"
"133","JenBriney","Alameda, CA",37.7652065,-122.2416355,"California",1100597582189944832,"@mattstaggs Worst timing ever. Hope tamiflu kills your bug fast https://t.co/kXafNoLEVq"
"134","JillGrimesMD","Austin, TX",30.267153,-97.7430608,"Texas",1100482867359072256,"@drninashapiro Same song different college student verse...”I didn’t get the flu shot cuz when I do, I get the flu”… https://t.co/0HAtaSBuNU"
"135","JJComfortDog","Oregon, USA",43.8041334,-120.5542012,"Oregon",1102304802678042624,"@LadyJulie7 @2casey451 Whack-a-mole. <U+0001F602> Your humor remains intact. Ugh to the tamiflu."
"136","JohannaMarcia01","California, USA",36.778261,-119.4179324,"California",1100918446429097984,"The lifesaving flu drug Tamiflu is $102 with good insurance, which I have. This is robbery. 

People have died from… https://t.co/h3Z3IwAQiK"
"137","johndeeryband","Austin, TX",30.267153,-97.7430608,"Texas",1101529018933882880,"@WalterUke Tamiflu and hydrate."
"138","johndeeryband","Austin, TX",30.267153,-97.7430608,"Texas",1101519821903196160,"@WalterUke It’s bad.  I’m 6 days in, fever free and been on tamiflu and still ain’t right."
"139","jonboy0217","915 El Chuco",31.8554093,-106.436848,"Texas",1102006366472937472,"@sonyaprr Dang! Lysol wipes and tamiflu lol"
