"","screenName","location","latitude","longitude","state","tweetID","text"
"155","shanentice","raj",37.1281873,-94.4789595,"Missouri",1101477937633669120,"@H1N1_Briel Ikaw naaaa hahaha"
"156","shanentice","raj",37.1281873,-94.4789595,"Missouri",1101481145697357824,"@H1N1_Briel @jnkylbrndnflrs @Ckleingklein Pakidalian sakto hindi pa ako nagdidinner"
"157","shanentice","raj",37.1281873,-94.4789595,"Missouri",1101480753307705344,"@H1N1_Briel @jnkylbrndnflrs @Ckleingklein Daliii na"
"158","shanentice","raj",37.1281873,-94.4789595,"Missouri",1101475939387502592,"@H1N1_Briel Libre moko tonight?"
"159","ShohamTxID","Baltimore, MD",39.2903848,-76.6121893,"Maryland",1101317687731466240,"""None of the 13 recipients developed suspected or confirmed infection""
Risk of Transmission of H1N1 Influenza by So… https://t.co/S4yL00ygle"
"160","Starshadw","In the Dreaming",47.667344,-122.3127747,"Washington",1101703972685963264,"It's been a week of firsts here in #Japan. First time coming down with  the #flu here. First time ever getting… https://t.co/Ck2Rh6Mlze"
"161","stevieschild","Transilvânia",35.2190534,-82.7778579,"North Carolina",1101249382228344832,"manaus inteira com h1n1 e eu 100% saudável pqp eu só queria morrer"
"162","STS_CTsurgery","Chicago, IL USA",41.8781136,-87.6297982,"Illinois",1101482383168192512,"“This flu season is severe, with the same H1N1 virus as 2009,” says Amy Hackmann, MD, in the latest #patient blog a… https://t.co/nRsXJ7nLDE"
"163","svtfavies","https://kyung-so.tumblr.com",34.0607645,-118.3016812,"California",1101294331409895424,"essa h1n1 tá me dando medo um cara da escola morreu disso a doença ainda pode tá no ar<U+0001F626>"
"164","udarnik","Northern Hemisphere",43.214231,-77.438898,"New York",1100611233517060096,"@KLSisproFreedom @CurtisScoon The H &amp; N numbers refer to major protein groups on the surface of ""clans"" of flu. Kin… https://t.co/l0XROvLyhF"
"165","unfwithful","spellman mortuary",44.9555114,-93.1145219,"Minnesota",1100540920972357632,"Aqui em manaus city tá tendo surto de h1n1 e eu já tô espirrando amores QUE MEDO"
"166","vane_vlzqz","Asteroid B-612",37.905661,-122.546595,"California",1100426134871773184,"¿Ustedes también se constipan nivel influenza H1N1 después de 2 min de ejercicio? <U+0001F927>"
"167","VFM_Radio","Florida, USA",27.6648274,-81.5157535,"Florida",1100540116005736448,"lo estoy viendo! brutal! helados de H1N1 jajajaja https://t.co/9FLsRZwJcF"
"168","vitoriaposselt","RO/AM",37.78768,-122.433873,"California",1100175241387692032,"Surto de h1n1 e eu gripada acho q to morrendo meus amigos"
"169","WoodardHortense","anywhere USA",39.9856733,-75.3136357,"Pennsylvania",1101654130727239680,"CDC: Dangerous flu strain overtakes H1N1 this season - https://t.co/kvUpC8bMu7"
"170","WxOneNews","Charlotte, NC",35.2270869,-80.8431267,"North Carolina",1101621690172354560,"CDC: Dangerous flu strain overtakes H1N1 this season https://t.co/U3Wk1urYqK via @upi"
"171","xilinbilly","dead",40.7032966,-74.0110309,"New York",1101511084803063808,"@manaus_pop Indo com o cu realmente na mão com essa H1N1"
"172","yasminsouza_","Los Angeles, CA",34.0522342,-118.2436849,"California",1100865659678982144,"@chibiwz GEMEAS DE H1N1"
"173","yasminsouza_","Los Angeles, CA",34.0522342,-118.2436849,"California",1100842556676395008,"Surto da H1N1 em Manaus e eu de boas porque tive H1N1 em 2009"
