"","screenName","location","latitude","longitude","state","tweetID","text"
"62","0215MADman","Michigan, USA",44.3148443,-85.6023643,"Michigan",NA,NA
"63","0888_sara","Mid - Missouri <U+0001F69C>",38.4879093,-92.2802022,"Missouri",NA,NA
"64","123RMAGA1","N. Dallas 'Burbs",32.9620968,-96.7863844,"Texas",NA,NA
"65","1Freebandyonna","GA",32.1656221,-82.9000751,"Georgia",NA,NA
"66","1lenore","Sunnyvale, CA",37.36883,-122.0363496,"California",NA,NA
"67","1Rylic","Neptune, CA",37.8087841,-122.2517734,"California",NA,NA
"68","2jay2function","bucks co",40.4107964,-75.2479061,"Pennsylvania",NA,NA
"69","3_laa91","Amman-USA",39.922949,-105.0948098,"Colorado",NA,NA
"70","410_Native","Baltimore, MD",39.2903848,-76.6121893,"Maryland",NA,NA
"71","503spooktown","Henderson, NV",36.0395247,-114.9817213,"Nevada",NA,NA
"72","60SecsToDeath","On Razor's Edge",33.078868,-96.8232144,"Texas",NA,NA
"73","615Hockey","Tennessee, USA",35.5174913,-86.5804473,"Tennessee",NA,NA
"74","78Grams","Home",37.0457815,-95.6715121,"Kansas",NA,NA
"75","8ylberina","Another Planet",39.94228,-75.155855,"Pennsylvania",NA,NA
"76","aaliyahmahogani","Monroe, LA",32.5093109,-92.1193012,"Louisiana",NA,NA
"77","AaronMQuantz","Woodland Hills, CA",34.165357,-118.6089752,"California",NA,NA
"78","abbysayswords","New York, USA",40.7127753,-74.0059728,"New York",NA,NA
"79","abceexo__","Monroe, LA",32.5093109,-92.1193012,"Louisiana",NA,NA
"80","abifacee","Minnesota, USA",46.729553,-94.6858998,"Minnesota",NA,NA
"81","aBikeDada","Wakanda",44.9030233,-91.920983,"Wisconsin",NA,NA
"82","AbusaadZaid","Z Town",40.7959838,-80.1372519,"Pennsylvania",NA,NA
"83","ace_remus","Michigan, USA",44.3148443,-85.6023643,"Michigan",NA,NA
"84","ACh3rry","KSU",34.0380784,-84.5815717,"Georgia",NA,NA
"85","AgentJayJay","Somewhere in the US of A",32.656913,-95.4624295,"Texas",NA,NA
"86","aguituan","Bay Area",37.8271784,-122.2913078,"California",NA,NA
"87","ahsheadache","Mount Royal, NJ",39.8099873,-75.2117904,"New Jersey",NA,NA
"88","AinThatMarco","Woodbridge, VA",38.6581722,-77.2497049,"Virginia",NA,NA
"89","AJMullican","Arizona, USA",34.0489281,-111.0937311,"Arizona",NA,NA
"90","akajay__","HTX<U+2708><U+FE0F>CA",33.9415889,-118.40853,"California",NA,NA
"91","AkiharuKiichigo","Your local pond",42.805859,-82.978099,"Michigan",NA,NA
"92","Alakotila","Midwestern United States",38.680588,-90.0200982,"Illinois",NA,NA
"93","alancarawan","The Happy Hunting Grounds",39.7698412,-120.6197372,"California",NA,NA
"94","AlecDomin21","San Diego, CA",32.715738,-117.1610838,"California",NA,NA
"95","Aledezmadh","TX",31.9685988,-99.9018131,"Texas",NA,NA
"96","alexandria_c15","New York, USA",40.7127753,-74.0059728,"New York",NA,NA
"97","AlexisGarrett_","St Petersburg, FL",27.7676008,-82.6402915,"Florida",NA,NA
"98","alexparkmall","Texas, USA",31.9685988,-99.9018131,"Texas",NA,NA
"99","alextlira","Denver, CO",39.7392358,-104.990251,"Colorado",NA,NA
"100","AliciaGoy","Mililani Mauka, HI",21.4513314,-158.0152807,"Hawaii",NA,NA
"101","aliciamol1","East Haven, CT",41.2841687,-72.8684565,"Connecticut",NA,NA
"102","AliM20698746","Everywhere",33.7589188,-84.3640829,"Georgia",NA,NA
"103","alinthearchives","Georgia, USA",32.1656221,-82.9000751,"Georgia",NA,NA
"104","allie_shay_","Tennessee, USA",35.5174913,-86.5804473,"Tennessee",NA,NA
"105","allseeingjesus","California, USA",36.778261,-119.4179324,"California",NA,NA
"106","Aluminemsiren","Arlington, TX",32.735687,-97.1080656,"Texas",NA,NA
"107","alvarez_jenni12","Salem, OR",44.9428975,-123.0350963,"Oregon",NA,NA
"108","always_vanesa","Cathedral City, CA",33.7805388,-116.4668036,"California",NA,NA
"109","Alxx_M","San Antonio",29.4241219,-98.4936282,"Texas",NA,NA
"110","Alyson36637101","South Carolina, USA",33.836081,-81.1637245,"South Carolina",NA,NA
"111","alyssabramble1","Around",41.4816835,-81.8281446,"Ohio",NA,NA
"112","amanda_mazzuchi","Rochester Hills, MI",42.6583661,-83.1499322,"Michigan",NA,NA
"113","AMARichmond","Richmond, VA",37.5407246,-77.4360481,"Virginia",NA,NA
"114","amBITCHous__","Spice World ",28.4473433,-81.4157073,"Florida",NA,NA
"115","Ambrosiarose1","Universal",28.4538786,-81.4644812,"Florida",NA,NA
"116","Amehassocialme1","Arizona",34.0489281,-111.0937311,"Arizona",NA,NA
"117","amhamilton1014","Wichita, Kansas",37.6871761,-97.330053,"Kansas",NA,NA
"118","amyncrookton_","Toledo, OH",41.6528052,-83.5378674,"Ohio",NA,NA
"119","AndHereIsJackie","El Barrio",33.5166943,-86.8029014,"Alabama",NA,NA
"120","andisoflyy","Wis<U+2708><U+FE0F>NY<U+2708><U+FE0F>OK",43.7844397,-88.7878678,"Wisconsin",NA,NA
"121","ANDREASPOHLMAN3","Clearwater, FL",27.9658533,-82.8001026,"Florida",NA,NA
"122","AndrewEisen","San Diego",32.715738,-117.1610838,"California",NA,NA
"123","andrewMI2018","On Lake Michigan",44.3148443,-85.6023643,"Michigan",NA,NA
"124","AndrewRei15","Portland, Oregon",45.5122308,-122.6587185,"Oregon",NA,NA
"125","andyswist","NJ-NYC",40.774851,-74.0385114,"New Jersey",NA,NA
"126","Aneraaa_","Baltimore, MD",39.2903848,-76.6121893,"Maryland",NA,NA
"127","angelfuhyobih","<U+0001F492><U+2728>",45.117941,-93.229742,"Minnesota",NA,NA
"128","AngeliqueMayer","San Francisco",37.7749295,-122.4194155,"California",NA,NA
"129","Angrynightmob","Over yonder",36.209456,-81.780958,"North Carolina",NA,NA
"130","Anisaliyah_","morgan state",39.3437959,-76.5843847,"Maryland",NA,NA
"131","annelieseriosss","Las Vegas, NV",36.1699412,-115.1398296,"Nevada",NA,NA
"132","AnneRN79","Houston",29.7604267,-95.3698028,"Texas",NA,NA
"133","Antdontpullout","713",29.74255,-95.399022,"Texas",NA,NA
"134","anthony21131582","Willingboro, NJ",40.028848,-74.8916458,"New Jersey",NA,NA
"135","antoniabuffy","Knoxville, TN",35.9606384,-83.9207392,"Tennessee",NA,NA
"136","anxietysgomez","hogwarts.",28.4722475,-81.4736377,"Florida",NA,NA
"137","Anythingforcrys","Bronx ",40.8447819,-73.8648268,"New York",NA,NA
"138","aplacecalledjer","Lake Buena Vista, FL",28.3695351,-81.5261474,"Florida",NA,NA
"139","apooky35","Alpine, TX",30.3584919,-103.6610115,"Texas",NA,NA
"140","araindogtoo","Philly",39.9525839,-75.1652215,"Pennsylvania",NA,NA
"141","arcsno_","hell ",42.43472,-83.985,"Michigan",NA,NA
"142","arealcin","sc : voguefugitive",33.836081,-81.1637245,"South Carolina",NA,NA
"143","arejaypeejay","Port Arthur, TX ",29.8849504,-93.939947,"Texas",NA,NA
"144","Arend_Sheree91"," Arizona",34.0489281,-111.0937311,"Arizona",NA,NA
"145","arielbergamini_","Texas, USA",31.9685988,-99.9018131,"Texas",NA,NA
"146","arielklontz","Nashville, TN",36.1626638,-86.7816016,"Tennessee",NA,NA
"147","armani_jole","Cleveland, OH",41.49932,-81.6943605,"Ohio",NA,NA
"148","arneishaaaK","Spartanburg, SC",34.9495672,-81.9320482,"South Carolina",NA,NA
"149","arthriticeq","Enfield, NH",43.640644,-72.143983,"New Hampshire",NA,NA
"150","as_a_deer","California, USA",36.778261,-119.4179324,"California",NA,NA
"151","AsHlEy__KiNg96","Coffeyville, KS",37.0373005,-95.6163665,"Kansas",NA,NA
"152","Ashleyvasquez_","Phoenix, AZ",33.4483771,-112.0740373,"Arizona",NA,NA
"153","ashtondeer","Bellingham, WA",48.7519112,-122.4786854,"Washington",NA,NA
"154","asia_shittu","Uptown, Chicago",41.9665404,-87.6533404,"Illinois",NA,NA
"155","aspaterson","San Francisco Area",37.8271784,-122.2913078,"California",NA,NA
"156","AudreyLover92","Ohio, USA",40.4172871,-82.907123,"Ohio",NA,NA
"157","auntieentropy","New England",43.9653889,-70.8226541,"Maine",NA,NA
"158","AuntieLuke","no where near you.",36.0982691,-115.1640743,"Nevada",NA,NA
"159","AuntieTeju","Library",37.2255094,-95.708015,"Kansas",NA,NA
"160","AustinM_Photo","NJ",40.0583238,-74.4056612,"New Jersey",NA,NA
"161","authoranna","Moline ",41.5067003,-90.5151342,"Illinois",NA,NA
"162","AutumnWyvermn","Sunrise, FL",26.1669711,-80.256595,"Florida",NA,NA
"163","AwhHellNaw","Southeast Arkansas",34.2097705,-92.0266302,"Arkansas",NA,NA
"164","awitsandrea","Houston",29.7604267,-95.3698028,"Texas",NA,NA
"165","ayabeacham","Oakland, CA",37.8043637,-122.2711137,"California",NA,NA
"166","AyeCutt","Richmond, VA",37.5407246,-77.4360481,"Virginia",NA,NA
"167","AyoooMikay","Chicago, IL",41.8781136,-87.6297982,"Illinois",NA,NA
"168","azwitasari","Pride Rock",32.804048,-96.169901,"Texas",NA,NA
"169","b_mcnett","Bremerton, WA",47.5650067,-122.6269768,"Washington",NA,NA
"170","BadAsBritt","Dallas, TX",32.7766642,-96.7969879,"Texas",NA,NA
"171","baileyruedisale","Lansing, MI",42.732535,-84.5555347,"Michigan",NA,NA
"172","BaileyTheKid","Greenwood, WI",44.7702406,-90.5993076,"Wisconsin",NA,NA
"173","bainslie78","New Hampshire, USA",43.1938516,-71.5723953,"New Hampshire",NA,NA
"174","bake718","Brooklyn, The World",40.6188134,-74.0021511,"New York",NA,NA
"175","ballanature19","above the law",42.0159589,-87.6676419,"Illinois",NA,NA
"176","BalmainBarbie1","Atlanta, GA",33.7489954,-84.3879824,"Georgia",NA,NA
"177","bambiggaveli","LA.",34.0522342,-118.2436849,"California",NA,NA
"178","BAMSZN9","NJ/NY",40.7878788,-74.0143064,"New Jersey",NA,NA
"179","Bandystubbs97","Sioux City, IA <U+27A1><U+FE0F> Ames, IA",42.4963416,-96.4049408,"Iowa",NA,NA
"180","basicallyperfff","California, USA",36.778261,-119.4179324,"California",NA,NA
"181","baybeeteejayx03","T X <U+21A0> C O.",31.9685988,-99.9018131,"Texas",NA,NA
"182","BDBoopster","Twin Cities, MN",44.9374831,-93.2009998,"Minnesota",NA,NA
"183","beardedandcigar","Byram, MS",32.1793163,-90.2453671,"Mississippi",NA,NA
"184","Beautiful_Caa","Mississippi",32.3546679,-89.3985283,"Mississippi",NA,NA
"185","beautifulmejojo","Florida, USA",27.6648274,-81.5157535,"Florida",NA,NA
"186","BeAutyFulSavag3","Inglewood, CA",33.9616801,-118.3531311,"California",NA,NA
"187","BEBO860","Park Terrace | Frog Hollow",41.7583943,-72.6938826,"Connecticut",NA,NA
"188","BEE_Modee","Southfield, MI",42.4733688,-83.2218731,"Michigan",NA,NA
"189","Bekionist","PA",41.2033216,-77.1945247,"Pennsylvania",NA,NA
"190","belizcakmak","Saturn",36.1583952,-95.9946482,"Oklahoma",NA,NA
"191","BESportSheet","Murray, KY",36.6103334,-88.314761,"Kentucky",NA,NA
"192","beth_morton","The Green Mountains",44.791667,-72.582778,"Vermont",NA,NA
"193","BethR_27516","North Carolina,  USA",35.7595731,-79.0192997,"North Carolina",NA,NA
"194","BetsyK1014","Brimfield, OH",41.106366,-81.3509416,"Ohio",NA,NA
"195","Betty_Kart1","Santa Clara, CA",37.3541079,-121.9552356,"California",NA,NA
"196","betty_leighton","Oklahoma, USA",35.0077519,-97.092877,"Oklahoma",NA,NA
"197","bIameitonlove","mn ",46.729553,-94.6858998,"Minnesota",NA,NA
"198","Biancaamendozaa","san diego ",32.715738,-117.1610838,"California",NA,NA
"199","biforashley","Charlotte, NC",35.2270869,-80.8431267,"North Carolina",NA,NA
"200","BigAshley_","Houston, TX",29.7604267,-95.3698028,"Texas",NA,NA
"201","bigsurswift","Earth, Universe",36.1568902,-95.9915346,"Oklahoma",NA,NA
"202","BiittLittle","Kansas City, MO",39.0997265,-94.5785667,"Missouri",NA,NA
"203","billymocolorado","Englewood, CO",39.6477653,-104.9877597,"Colorado",NA,NA
"204","bishnA4E","Below the already low bar",44.7631712,-85.6239836,"Michigan",NA,NA
"205","BklynWhyUSOBADD","Ocala . New York ",29.0139919,-82.1793708,"Florida",NA,NA
"206","BlackburnReview","NYC/ATL",40.757537,-73.974179,"New York",NA,NA
"207","BlakeMadison_","Atlanta, GA",33.7489954,-84.3879824,"Georgia",NA,NA
"208","blakemore_01","Healdton, OK",34.2331475,-97.4878023,"Oklahoma",NA,NA
"209","blakexscofield","bookland",37.0343515,-84.6255403,"Kentucky",NA,NA
"210","blancasantanaa","Philly",39.9525839,-75.1652215,"Pennsylvania",NA,NA
"211","Bleed_Vodka","Austin, Tx. ",30.267153,-97.7430608,"Texas",NA,NA
"212","blkbooknerd","Chicago <U+0001F32C><U+0001F303><U+0001F30D>",41.8781136,-87.6297982,"Illinois",NA,NA
"213","bloodedline","nicole king",41.722532,-87.59057,"Illinois",NA,NA
"214","bloomingyoon","my bed",44.9991459,-93.2718701,"Minnesota",NA,NA
"215","bluberi_sakura","PH",36.1498952,-96.0055776,"Oklahoma",NA,NA
"216","BluSimba_","Cleveland, OH",41.49932,-81.6943605,"Ohio",NA,NA
"217","blveacid","Houston, TX",29.7604267,-95.3698028,"Texas",NA,NA
"218","bohemiangoddezz","Hotel California ",36.1732952,-115.1446128,"Nevada",NA,NA
"219","BooBvtch","Southaven, MS",34.9918587,-90.0022958,"Mississippi",NA,NA
"220","BookBoy1268","Chicagoland",41.7435073,-88.0118473,"Illinois",NA,NA
"221","BossLadyK89","Roc NewYork",40.7456231,-73.9939519,"New York",NA,NA
"222","Bosstress23","Louisiana<U+2764><U+FE0F>",30.9842977,-91.9623327,"Louisiana",NA,NA
"223","BostonPainCare","85 1st Avenue
Waltham, MA 0245; 200 Baker Avenue
Suite 101, Lower Level
Concord, MA 01742",42.3943601,-71.2685818,"Massachusetts",NA,NA
"224","bpdnaiman","rolling joints",29.8199717,-95.4608624,"Texas",NA,NA
"225","BrandonJones20","Fairmount GA",34.4362013,-84.6999346,"Georgia",NA,NA
"226","BrazyBry","Orlando, FL",28.5383355,-81.3792365,"Florida",NA,NA
"227","BreakofDMG","Atlanta, GA",33.7489954,-84.3879824,"Georgia",NA,NA
"228","BREELUVSCASH","18",36.28143,-95.831616,"Oklahoma",NA,NA
"229","BreeSenpaii","Seattle, WA",47.6062095,-122.3320708,"Washington",NA,NA
"230","BrenDee85","Pennsylvania<U+E50C>USA ",41.2033216,-77.1945247,"Pennsylvania",NA,NA
"231","Breniverse","Chicago",41.8781136,-87.6297982,"Illinois",NA,NA
"232","Breonna_Madry","NASA",29.5593451,-95.089998,"Texas",NA,NA
"233","briannaswarrior","New York, USA",40.7127753,-74.0059728,"New York",NA,NA
"234","BrianPMarion","Hamilton, NJ",40.2115109,-74.6796651,"New Jersey",NA,NA
"235","britakneeee","St Paul, MN",44.9537029,-93.0899578,"Minnesota",NA,NA
"236","Britmonster","Rhode Island, USA",41.5800945,-71.4774291,"Rhode Island",NA,NA
"237","brittcorrine96","Ohio, USA",40.4172871,-82.907123,"Ohio",NA,NA
"238","BrunetteNomad","On the road.",37.149516,-94.056035,"Missouri",NA,NA
"239","BSCBaso","Bethune, SC",34.4148762,-80.348683,"South Carolina",NA,NA
"240","BSchulz33868165","San Carlos, CA",37.5071591,-122.2605222,"California",NA,NA
"241","buerbtw","California, USA",36.778261,-119.4179324,"California",NA,NA
"242","BulletProneBoi","Wisconsin, USA",43.7844397,-88.7878678,"Wisconsin",NA,NA
"243","bunnyhentman","Brooklyn",40.6781784,-73.9441579,"New York",NA,NA
"244","bupgodv2","Maryland, USA",39.0457549,-76.6412712,"Maryland",NA,NA
"245","BurgessKurt","Indiana",40.2671941,-86.1349019,"Indiana",NA,NA
"246","butc_h","Houston, TX",29.7604267,-95.3698028,"Texas",NA,NA
"247","butterfliesblue","pending",40.7453363,-73.9902096,"New York",NA,NA
"248","bwspastudios","Pocono Mountains",41.0700078,-75.4344727,"Pennsylvania",NA,NA
"249","ByHisGr52404097","New Orleans, LA",29.9510658,-90.0715323,"Louisiana",1101632367901528064,"@Mojo50James That’s good. Down here where I am the pollen is so thick...my white vehicle is yellow.  I have had a s… https://t.co/n8TZoUhmk9"
"250","byronicqueer_o","north star mall cowboy boots",29.5199883,-98.4939698,"Texas",1101630397488738304,"me: i’m realizing after several years that my sinus headaches are actually migraines and i can’t fucking sleep i’m… https://t.co/1x62jNJ5R3"
"251","calixoxo___","Phoenix, AZ",33.4483771,-112.0740373,"Arizona",NA,NA
"252","camjoness_","Sonoma State University ",38.3386081,-122.6748358,"California",NA,NA
"253","CandiMathis","Music City, USA",36.1626638,-86.7816016,"Tennessee",NA,NA
"254","canicuIa","li | they/she | <U+0001F1FA><U+0001F1F8><U+2192><U+0001F1EF><U+0001F1F5>",40.789142,-73.134961,"New York",NA,NA
"255","CarlLachman","Orange County, CA",33.7174708,-117.8311428,"California",NA,NA
"256","CarmenLPow","Tally/Mississippi",31.9634416,-89.2883273,"Mississippi",NA,NA
"257","carolinethegeek","SEA (but DCA always)",47.4502499,-122.3088165,"Washington",NA,NA
"258","casadytayler","bellevue, oh",41.2736647,-82.8415763,"Ohio",NA,NA
"259","cassblackwell62","Dothan, AL",31.2232313,-85.3904888,"Alabama",NA,NA
"260","CassidyEller","North Port, FL",27.044224,-82.2359254,"Florida",NA,NA
"261","CastroNayelie","Syracuse, NY",43.0481221,-76.1474244,"New York",NA,NA
"262","cat_asstrophe","queer city, houston",29.7480122,-95.3895175,"Texas",NA,NA
"263","ccmedotcom_","Mississippi ",32.3546679,-89.3985283,"Mississippi",NA,NA
"264","ceejay_raww","Alexandria, VA",38.8048355,-77.0469214,"Virginia",NA,NA
"265","Cha2xxs","Tampa, FL",27.950575,-82.4571776,"Florida",NA,NA
"266","chab0ichris","Maryland, USA",39.0457549,-76.6412712,"Maryland",NA,NA
"267","chaengfs","nlsc",40.479688,-111.904763,"Utah",NA,NA
"268","chanelvaldez_","Oklahoma",35.0077519,-97.092877,"Oklahoma",NA,NA
"269","chantel_malin","CT",41.6032207,-73.087749,"Connecticut",NA,NA
"270","charitykristenn","nashville ",36.1626638,-86.7816016,"Tennessee",NA,NA
"271","chave1ita","location: il, usa",40.6331249,-89.3985283,"Illinois",NA,NA
"272","ChayseRose","Seattle, WA",47.6062095,-122.3320708,"Washington",NA,NA
"273","Cheetah13mo","Kansas City, MO",39.0997265,-94.5785667,"Missouri",NA,NA
"274","Chenita91","Tx",31.9685988,-99.9018131,"Texas",NA,NA
"275","CheralChercrew","Cher ",41.053335,-124.129047,"California",NA,NA
"276","cherylgovan","Yorkshire",42.5300624,-78.4727976,"New York",NA,NA
"277","Chewyah_","Maryland, USA",39.0457549,-76.6412712,"Maryland",NA,NA
"278","Chinitaa_Iris","EPTX",31.7502053,-106.3001242,"Texas",NA,NA
"279","ChocolateThickT","Roanoke, VA",37.2709704,-79.9414266,"Virginia",NA,NA
"280","ChrisAsterisk","Brooklyn, NY",40.6781784,-73.9441579,"New York",NA,NA
"281","chvpo","Indy",39.768403,-86.158068,"Indiana",NA,NA
"282","Cjsmithcassidy2","Maryland, USA",39.0457549,-76.6412712,"Maryland",NA,NA
"283","ClairePfeiffer","Hell ",42.43472,-83.985,"Michigan",NA,NA
"284","claudiabeth","Chevy Chase, MD",38.9692771,-77.0788667,"Maryland",NA,NA
"285","claybar57","Seattle, Wa.",47.6062095,-122.3320708,"Washington",NA,NA
"286","clayrussell","Tyler, TX",32.3512601,-95.3010624,"Texas",NA,NA
"287","CleClinicMD","Cleveland, Ohio, United States",41.49932,-81.6943605,"Ohio",NA,NA
"288","ClintChasteen","Plano, TX",33.0198431,-96.6988856,"Texas",NA,NA
"289","cloth_mother","Fort Collins, CO",40.5852602,-105.084423,"Colorado",NA,NA
"290","CMPFever","Charlotte, NC",35.2270869,-80.8431267,"North Carolina",NA,NA
"291","Coach_Lueck","Aberdeen, SD",45.4646985,-98.4864829,"South Dakota",NA,NA
"292","CoachBPeters","Norman, OK",35.2225668,-97.4394777,"Oklahoma",NA,NA
"293","Codstermania","Minnesota, USA",46.729553,-94.6858998,"Minnesota",NA,NA
"294","Cody060","Grand Rapids",42.9633599,-85.6680863,"Michigan",NA,NA
"295","CoffeeIdk","htx",29.7552928,-95.3553688,"Texas",NA,NA
"296","ColeReynolds_58","Norman, OK",35.2225668,-97.4394777,"Oklahoma",NA,NA
"297","ConcussionCornr","New York, NY",40.7127753,-74.0059728,"New York",NA,NA
"298","copperbird7","Valley of the Sun",33.4483771,-112.0740373,"Arizona",NA,NA
"299","corey_lineberry","The Lake of Reincarnation",35.2924729,-79.2278124,"North Carolina",NA,NA
"300","cortdashian__","07601 <U+203C><U+FE0F>",40.8876273,-74.0476378,"New Jersey",NA,NA
"301","CrazieNLov3","Zone6",33.7509329,-84.3213409,"Georgia",NA,NA
"302","creepydollchick","in your closet",35.4782531,-97.3703058,"Oklahoma",NA,NA
"303","CrippledQueer","Reading or Bristol ",44.13291,-73.07848,"Vermont",NA,NA
"304","crossover_fan","Edinburg, TX",26.3017374,-98.1633432,"Texas",NA,NA
"305","CrweWorld","Las Vegas, NV",36.1699412,-115.1398296,"Nevada",1100833098915229696,"Muscle gene mutations implicated in human nasal/sinus cancer https://t.co/tcWy75BWN1"
"306","CryptoRanger1","California, USA",36.778261,-119.4179324,"California",NA,NA
"307","crystalamber74","Los Angeles, CA",34.0522342,-118.2436849,"California",NA,NA
"308","csummerour17","Athens, GA",33.9519347,-83.357567,"Georgia",NA,NA
"309","cultst","dee | 29 | wv | she/they",38.5976262,-80.4549026,"West Virginia",NA,NA
"310","cyberspork","Boston, MA",42.3600825,-71.0588801,"Massachusetts",NA,NA
"311","cynophobiax","middleofmichigan",42.7235854,-84.6449371,"Michigan",NA,NA
"312","cynthia125","Fort Worth, TX",32.7554883,-97.3307658,"Texas",NA,NA
"313","d_eaisha","Alexandria, LA <U+2708><U+FE0F> Houston, TX",31.3112936,-92.4451371,"Louisiana",NA,NA
"314","D00DLEKID","California",36.778261,-119.4179324,"California",NA,NA
