"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"679","Among the highlights for WA leg proposals: #RankedChoiceVoting local options bill via @jseattle @FairVoteWA #WApol https://t.co/JRnnCInDcI",FALSE,4,NA,"1551224406",FALSE,NA,"1100541043609620480",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","fairvote",5,FALSE,FALSE,NA,NA
"680","What’s funny about these Anti Vaccine jokes is...I had a teacher and she was anti vaccine and i remember we met her… https://t.co/Rhh1KzLAfF",FALSE,0,NA,"1551224398",TRUE,NA,"1100541008956280832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","501PayB",0,FALSE,FALSE,NA,NA
"681","@PeterHotez EXCLUSIVE: Government Paid Millions to Vaccine-Injured Kids

https://t.co/ZrrJJ0CpZg",FALSE,0,"PeterHotez","1551224375",FALSE,"1098934968636637184","1100540912155979776","593289567","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ArcaneKnowledge",0,FALSE,FALSE,NA,NA
"682","@_cuntastic @breezy__briii @softhorts Vaccines do have a small amount of mercury but that doesn’t mean you shouldn’… https://t.co/sTDiICBipx",FALSE,0,"_cuntastic","1551224371",TRUE,"1100487093724372992","1100540897501024256","363912450","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsZevix",0,FALSE,FALSE,NA,NA
"683","Before Presidency, Trump Claimed He Never Got Flu Shots (or “The Flu”) and That They Were a Scam. Since 1980s, U.S.… https://t.co/xG2vrmyrMV",FALSE,1,NA,"1551224365",TRUE,NA,"1100540873543204864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NamasteLight",1,FALSE,FALSE,NA,NA
"684","@doctorsensation CDC Adult Vaccine Schedule
https://t.co/mEg4SVTFGJ

@realDonaldTrump #vaxwoke #HealthFreedom #WillYou",FALSE,14,"doctorsensation","1551224340",FALSE,"1100389674152091648","1100540766370361344","44667379","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DemocratFed",14,FALSE,FALSE,NA,NA
"685","@GianmariaTarasi @AlvisiConci Grazie. Ho visto sia lo European Journal of Public Heathl, che il Vaccine Confidenze… https://t.co/gC1ZWIZOy7",FALSE,0,"GianmariaTarasi","1551224324",TRUE,"1100483478439817216","1100540700071026688","353264003","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnMaMe69",0,FALSE,FALSE,NA,NA
"686","@PeterHotez A LOOK AT THE VACCINE SCHEDULE AND AUTISM RATES

https://t.co/e76HJdILZr",FALSE,0,"PeterHotez","1551224319",FALSE,"1098934968636637184","1100540676905885696","593289567","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ArcaneKnowledge",0,FALSE,FALSE,NA,NA
"687","https://t.co/KKXUd4ccFU The Long-Term Economic Effects of Polio: Evidence from the Introduction of the Polio Vaccin… https://t.co/9jk3ei8Q4U",FALSE,1,NA,"1551224294",TRUE,NA,"1100540571721129984",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","BatizLazo",0,FALSE,FALSE,NA,NA
"688","More suppression of non-favored speech by corporate media. https://t.co/5BbEqjGELN",FALSE,0,NA,"1551224282",FALSE,NA,"1100540521527853056",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Liberteur",0,FALSE,FALSE,NA,NA
"689","@LibertyLycan @eastcodiesel @FrankenCap @KristatheYoung1 @LHillthefirst I think letting that get even worse is a ba… https://t.co/ebT5x6BJsF",FALSE,2,"LibertyLycan","1551224280",TRUE,"1100540005670363136","1100540516289167360","1097220556477399040","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","squatcharmy",0,FALSE,FALSE,NA,NA
"690","@HellboundNDown @mattstaggs Idk about the flu vaccine being phony, but are you aware of the werewolf scourge?",FALSE,0,"HellboundNDown","1551224280",FALSE,"1100540122737623040","1100540512963100672","631498927","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","futilexcaliburs",0,FALSE,FALSE,NA,NA
"691","""The introduction of competing anti-vaccine bills in state legislatures reflects continuing alarm about vaccine saf… https://t.co/xMMiIRE8TU",FALSE,0,NA,"1551224264",TRUE,NA,"1100540448240750592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aissam_kakri",0,FALSE,FALSE,NA,NA
"692","@heirofconsciou1 @breezy__briii Not really, your unvaccinated kid is a petry disc that will allow the thing to adap… https://t.co/mjVUsZkjNn",FALSE,1,"heirofconsciou1","1551224244",TRUE,"1100517702031032320","1100540363465543680","1029445501056364544","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kr13_g",0,FALSE,FALSE,NA,NA
"693","Report: CDC Age Boost Opens 80 Million to HPV Vaccine https://t.co/OLXd9v1DSO",FALSE,0,NA,"1551224240",FALSE,NA,"1100540347573288960",NA,"<a href=""http://richinwriters.com"" rel=""nofollow"">Richinwriterss Updates</a>","RichinWriterss",0,FALSE,FALSE,NA,NA
"694","@carlsmythe Ah, yes. People who specialize in vaccine paranoia, but who somehow never encounter any mention of a tr… https://t.co/kWQM301HPX",FALSE,1,"carlsmythe","1551224235",TRUE,"1100532226918436864","1100540326681501696","227117166","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NuckChorris16",0,FALSE,FALSE,NA,NA
"695","She went to the hospital for a cat bite. The bill? $48,512 - NPR

This is what Congress needs to investigate and re… https://t.co/J2osnA1n4R",FALSE,0,NA,"1551224224",TRUE,NA,"1100540280451690496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kharrisCellMed",0,FALSE,FALSE,NA,NA
"696","https://t.co/YkuFcNAmtC The Long-Term Economic Effects of Polio: Evidence from the Introduction of the Polio Vaccine to Sweden in 1957: Ser",FALSE,0,NA,"1551224198",FALSE,NA,"1100540170330357760",NA,"<a href=""http://nep.repec.org"" rel=""nofollow"">NEP by RePEc</a>","RePEc_NEP_HIS",0,FALSE,FALSE,NA,NA
"697","@Wiry44247227 @thekprichards @TheHarryCherry @JacobAWohl Your vaccine is for your body and your loved one. I am not… https://t.co/R8c93hXwJm",FALSE,2,"Wiry44247227","1551224197",TRUE,"1100526318784036864","1100540166047858688","1088153936756961280","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","surfthespectrum",1,FALSE,FALSE,NA,NA
"698","What Silicon Valley can learn from Pinterest https://t.co/8NDWX1fZiM https://t.co/AXhm5FmZP6",FALSE,2,NA,"1551224162",FALSE,NA,"1100540019163435008",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Javaree",1,FALSE,FALSE,NA,NA
"699","@AngelaM54195037 Merck is presently facing charges of fraud in lawsuits filed in U.S. courts regarding their vaccin… https://t.co/sv2TNZR3Tr",FALSE,2,"AngelaM54195037","1551224156",TRUE,"1100537194232442880","1100539995557900288","870415836883722240","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","desk_in_corner",2,FALSE,FALSE,NA,NA
"700","Join me Tuesday night 8 PM CST for rabies discussion #3!

I'll be discussing vaccine injuries. Are they real or not… https://t.co/CEwEMuAwaa",FALSE,0,NA,"1551224153",TRUE,NA,"1100539980395544576",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","homeovet",0,FALSE,FALSE,NA,NA
"701","Schools will require kids’ immunization status by fall, B.C. health minister says #NoMandates #InformedConsent… https://t.co/tIfEXwMVY2",FALSE,1,NA,"1551224135",TRUE,NA,"1100539904793051136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VaccineChoiceCA",0,FALSE,FALSE,NA,NA
"702","You’re stupid af. That’s the point of the vaccine. You can’t get the same illness twice so they give u a small dose… https://t.co/aZK2uOpfYD",FALSE,2,NA,"1551224128",TRUE,NA,"1100539878792675328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mensa__",0,FALSE,FALSE,NA,NA
"703","@naniof_two @TheHarryCherry @JacobAWohl 8 years ago a child I know received a Dtap vaccine. He's in a wheel chair f… https://t.co/A6FzYEsISW",FALSE,1,"naniof_two","1551224126",TRUE,"1100525185076084736","1100539868961169408","705641215224451072","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","surfthespectrum",1,FALSE,FALSE,NA,NA
"704","@travisclau I think ""Prophylactic Fictions"" is the best main title and ""British Vaccine Narratives, 1720-1898"" the… https://t.co/SICLpopTUu",FALSE,3,"travisclau","1551224125",TRUE,"1100514325662380032","1100539863827468288","2815540876","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","drjameswood",0,FALSE,FALSE,NA,NA
"705","@NFMZ_ Dia mcm penasihat kepada ibu2 mengandung. Diorang urge untuk natural birth. Tak ambik vaccine etc",FALSE,0,"NFMZ_","1551224075",FALSE,"1100432047561048064","1100539654732824576","1056661800","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HuzaifaRazi",0,FALSE,FALSE,NA,NA
"706","Child: “when I grow up, I wanna be...”

Anti-Vaccine parent: “woah woah not so fast I’m gunna stop you right there.”",FALSE,9,NA,"1551224065",FALSE,NA,"1100539614530551808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cbarts2",0,FALSE,FALSE,NA,NA
"707","@Buzzofthehive2 @NotTheDondi sorry its near impossible to differentiate between jokes and actual anti-vaccine arguments",FALSE,1,"Buzzofthehive2","1551224045",FALSE,"1100538611487907840","1100539527653920768","890667366241247232","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YahtzeeM",0,FALSE,FALSE,NA,NA
"708","@JessiTheDolll Okay but if literally almost 1000 people are telling you that you’re wrong, you’re probably wrong. T… https://t.co/g0f1awmR2x",FALSE,2,"JessiTheDolll","1551224036",TRUE,"1099746334163255296","1100539491444510720","1330472689","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jazzy_Amazing",1,FALSE,FALSE,NA,NA
"709","A vaccine is a DEAD virus -- it just has the outer protein coat, which allows your immune system to create antibodi… https://t.co/4XdiU8CltE",FALSE,2,NA,"1551223999",TRUE,NA,"1100539337006034944",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GMSarli",0,FALSE,FALSE,NA,NA
"710","@GoldenAris @Lilkay_____ @JessiTheDolll Ah I see, ignore my other comment, I thought you were agreeing with the anti vaccine lady.",FALSE,3,"GoldenAris","1551223959",FALSE,"1100538776231858176","1100539166662766592","1323657276","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarlosAlcalaBro",0,FALSE,FALSE,NA,NA
"711","@JessiTheDolll A vaccine is a DEAD virus -- it just has the outer protein coat, which allows your immune system to… https://t.co/FI4qJ5bVZd",FALSE,5,"JessiTheDolll","1551223925",TRUE,"1099746334163255296","1100539024161366016","1330472689","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","GMSarli",5,FALSE,FALSE,NA,NA
"712","@d_con78 @1Marchella @KristatheYoung1 @MurrayNMothbard @LHillthefirst Vaccines don't last a lifetime. I received th… https://t.co/01Rszc3ngN",FALSE,0,"d_con78","1551223910",TRUE,"1100538549085134848","1100538964514082816","3161200004","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Anarchist_Rants",0,FALSE,FALSE,NA,NA
"713","Reacting to preventable diseases takes time, resources and money away from the public health services needed to pre… https://t.co/ZfCVwZBSaY",FALSE,56,NA,"1551223893",TRUE,NA,"1100538893915443200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GovInslee",12,FALSE,FALSE,NA,NA
"714","As a parent, what do you think of the HPV Vaccine?  https://t.co/x9SUay2LH0 https://t.co/3CvXCqihT8",FALSE,0,NA,"1551223875",FALSE,NA,"1100538815956115456",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","anticancerclub",0,FALSE,FALSE,NA,NA
"715","Press Release from the National Vaccine Information Center: https://t.co/hLVjNcEOoZ https://t.co/hLVjNcEOoZ",FALSE,0,NA,"1551223805",FALSE,NA,"1100538524091273216",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","VaxChoiceVT",0,FALSE,FALSE,NA,NA
"716","@AtheisticSnail I personally aren't too worried about their kid. My primary concern is the fact that this sort of b… https://t.co/ACnBPZq9gS",FALSE,2,"AtheisticSnail","1551223785",TRUE,"1100537553239699456","1100538438229655552","958515954224316416","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PolyRhuagh",0,FALSE,FALSE,NA,NA
"717","@Filthy_Shiiit @sonjoachim Si ton père est né en France je pense il est vacciné juste il ne s'en souvient plus",FALSE,0,"Filthy_Shiiit","1551223764",FALSE,"1100329470605578240","1100538348890927104","2522284968","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lilfidj",0,FALSE,FALSE,NA,NA
"718","@pgzwicker Say did you get the ""vaccine"" after? I am waiting to be PHN free first.",FALSE,0,"Pepperfire","1551223750",FALSE,"1100538151729315840","1100538292842516480","17133044","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pepperfire",0,FALSE,FALSE,NA,NA
"719","@AvianSoul1 Aluminum is the main element, it's also put into most vaccines as a 'safe adjuvant' [they] say to get t… https://t.co/My0Anph6ST",FALSE,1,"AvianSoul1","1551223671",TRUE,"1100534704300802048","1100537962792738816","785221249","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MoreheadPatriot",0,FALSE,FALSE,NA,NA
"720","#i2 Circumcision is not a Surgical Vaccine https://t.co/ntAeXt3ZFa … … … … … … … … … … … … … … … … … … … … … … … …… https://t.co/bNGT9grI52",FALSE,5,NA,"1551223670",TRUE,NA,"1100537956870303744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mindofown",0,FALSE,FALSE,NA,NA
"721","https://t.co/nU8sonwNIz",FALSE,0,NA,"1551223663",FALSE,NA,"1100537926826496000",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","MTPublicAffairs",0,FALSE,FALSE,NA,NA
"722","@BeckyJohnson222 @Awithonelison @fiski70 @WendyOrent @iXeno @Siubhan_H @OliCoon @EugeneBu @adityabakre @mmelgar09… https://t.co/hmbeh7aKvz",FALSE,4,"BeckyJohnson222","1551223663",TRUE,"1100536362980261888","1100537926461652992","108796231","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mcfunny",0,FALSE,FALSE,NA,NA
"723","Facebook to get tougher on anti-vaxers  @CNN https://t.co/YDmNso6z2o",FALSE,0,NA,"1551223633",FALSE,NA,"1100537800838037504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sewpersists",0,FALSE,FALSE,NA,NA
"724","Many of them didn't  because of the polio vaccine. The cancer contamination fueled the boomers cancer rates. https://t.co/jlGa6eZWii",FALSE,1,NA,"1551223585",FALSE,NA,"1100537598467026944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RonPaul4Constit",1,FALSE,FALSE,NA,NA
"725","It’s 2019 &amp; these no vaccine moms still don’t know how vaccines work. They go on Facebook &amp; complain about how kids… https://t.co/nhZ3SCGFIO",FALSE,1,NA,"1551223549",TRUE,NA,"1100537448088518656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","linddseeyy__",0,FALSE,FALSE,NA,NA
"726","Facebook, YouTube to crack down on anti-vaccine misinformation https://t.co/18tzcAqg2e #kwch12 https://t.co/wU5K5dqyTe",FALSE,4,NA,"1551223509",FALSE,NA,"1100537281193099264",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","KWCH12",1,FALSE,FALSE,NA,NA
"727","Rumours that Facebook might follow in the footsteps of Pinterest and Youtube - by deprioritising anti-vaccine conte… https://t.co/gucJohroZs",FALSE,0,NA,"1551223462",TRUE,NA,"1100537082416513024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marykesteffens",0,FALSE,FALSE,NA,NA
"728","@MeghanMcCain is an irresponsible host of @TheView. She continues to speak out about abortion, while not having edu… https://t.co/NgAdCiGAeZ",FALSE,2,"MeghanMcCain","1551223451",TRUE,NA,"1100537036518219776","23176276","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","canadagirl84",1,FALSE,FALSE,NA,NA
