"","screenName","location","latitude","longitude","state"
"248","stephaniemirro","Virginia, USA",37.4315734,-78.6568942,"Virginia"
"250","urdadssidepiece","New York, NY",40.7127753,-74.0059728,"New York"
"256","spatch","Somerville, MA",42.3875968,-71.0994968,"Massachusetts"
"257","PWCdocs","Blooming Glen, PA",40.3694104,-75.2477835,"Pennsylvania"
"258","_ashleythomas","lexington ky",38.0405837,-84.5037164,"Kentucky"
"261","bobbslobber","usa new york",40.7127753,-74.0059728,"New York"
"265","Thaimassage919","5124 Bur Oak Cir Raleigh, NC",35.8533249,-78.7023418,"North Carolina"
"268","sawuhdennison","Oneonta, NY",42.4528571,-75.0637746,"New York"
"269","x3_ElLe","Georgia ",32.1656221,-82.9000751,"Georgia"
"271","streamlinebklyn","Brooklyn, NY",40.6781784,-73.9441579,"New York"
"272","BeccaPrevisMD","Durham, NC",35.9940329,-78.898619,"North Carolina"
"273","ekhanafshar","San Francisco, CA",37.7749295,-122.4194155,"California"
"275","chupacabrito","Dallas, TX",32.7766642,-96.7969879,"Texas"
"276","graceakichan","New York, USA",40.7127753,-74.0059728,"New York"
"278","punmetaphorica","TWITTRTH",37.7764685,-122.4172004,"California"
"280","PsychSavant","California",36.778261,-119.4179324,"California"
"281","OlivexJuice","Los Angeles, CA",34.0522342,-118.2436849,"California"
"282","UFGeog","Gainesville, FL",29.6516344,-82.3248262,"Florida"
"283","abbiepinski","Yukon, OK",35.5067215,-97.7625441,"Oklahoma"
"284","AGYG2014","Under Ground ",47.602375,-122.333654,"Washington"
"285","NWIMinorityTPC","Gary, IN",41.6020403,-87.3371523,"Indiana"
"287","RadDrDuke","Philadelphia, PA",39.9525839,-75.1652215,"Pennsylvania"
"289","ASCO","Alexandria, VA",38.8048355,-77.0469214,"Virginia"
"293","rauchway","Davis, CA",38.5449065,-121.7405167,"California"
"295","NdeQuadros","Georgia, USA",32.1656221,-82.9000751,"Georgia"
"298","NationalMMPC","Augusta, GA",33.4734978,-82.0105148,"Georgia"
"299","_bhog_","Cleveland",41.49932,-81.6943605,"Ohio"
"300","nash_lanash2042","Montclair, NJ",40.8259007,-74.2090053,"New Jersey"
"301","LumpyLouish","In and Around Bahston",42.364205,-71.061361,"Massachusetts"
"303","FandIncollingo","Central NJ",40.0583238,-74.4056612,"New Jersey"
"304","njb1163","bolton landing ny",43.5677741,-73.6653939,"New York"
"305","le4che","Houston, TX",29.7604267,-95.3698028,"Texas"
"306","Kimb3rlyAnn_","The North ",35.4617956,-97.649336,"Oklahoma"
"308","NEJMres360","Boston, MA",42.3600825,-71.0588801,"Massachusetts"
"309","lendeschwartz","Pennsylvania, USA",41.2033216,-77.1945247,"Pennsylvania"
"310","princesiddie","uncanny valley",39.0658999,-108.5653617,"Colorado"
"316","AllyHartman","St. Francis University '18",40.50382,-78.6376191,"Pennsylvania"
"322","420lanie","Texas, USA",31.9685988,-99.9018131,"Texas"
"323","KaeCruze","Oregon, USA",43.8041334,-120.5542012,"Oregon"
"324","AshieCorner","Ohio, USA",40.4172871,-82.907123,"Ohio"
"326","ovarcome","Houston, TX",29.7604267,-95.3698028,"Texas"
"328","deedee_regan","Michigan, USA",44.3148443,-85.6023643,"Michigan"
"330","JeffreyKanneMD","Madison WI",43.0730517,-89.4012302,"Wisconsin"
"331","ImplantedTI","Burbank, CA",34.1808392,-118.3089661,"California"
"349","_I_d_u_n_","a rivermouth near you",46.5554597,-85.034057,"Michigan"
"352","dorobothy_p","The Freshest of Hells",40.7608862,-73.9890184,"New York"
"353","JulieThoren","Methuen, MA",42.7262016,-71.1908924,"Massachusetts"
"356","SharonVogel","Downers Grove, IL",41.8089191,-88.0111746,"Illinois"
"358","moxargon","Imperial Capitol on Skorax 5",34.0617252,-118.416607,"California"
"359","Ctaggart21","Utah, USA",39.3209801,-111.0937311,"Utah"
"360","Iowa4HTiffany","Des Moines, IA",41.5868353,-93.6249593,"Iowa"
"363","Tavstwitt","Kennewick, Washington USA",46.2086683,-119.119948,"Washington"
"364","pigeon_piss","Michigan, USA",44.3148443,-85.6023643,"Michigan"
"366","GEResearch","Across the globe",30.2612181,-81.5876595,"Florida"
"367","ashley__willis","Halloween Town",34.170582,-118.339838,"California"
"368","LondonBelvin","Raleigh, NC",35.7795897,-78.6381787,"North Carolina"
"369","BChilt","Los Angeles, CA",34.0522342,-118.2436849,"California"
"370","Alexavilla__","Stephenville, TX",32.2206958,-98.2022633,"Texas"
"373","_YOUNGBABY_","nyc",40.7127753,-74.0059728,"New York"
"376","vpkmapi","Fairfield, IA",41.0076114,-91.9636914,"Iowa"
"377","EmbryoResist","New Jersey, USA ",40.0583238,-74.4056612,"New Jersey"
"378","slvpknvt","Maryland, USA",39.0457549,-76.6412712,"Maryland"
"380","roombachicken","Chicago, IL",41.8781136,-87.6297982,"Illinois"
"381","roocey","Texas, USA",31.9685988,-99.9018131,"Texas"
"384","crosearch1","Charleston, SC",32.7764749,-79.9310512,"South Carolina"
"387","kasetthoe","Florida, USA",27.6648274,-81.5157535,"Florida"
"388","nosefetish","Apopka, FL",28.6934076,-81.5322149,"Florida"
"390","Sarah_Samedi","South of Heaven",40.2585908,-93.5290954,"Missouri"
"391","theresasaylor73","Alabama ",32.3182314,-86.902298,"Alabama"
"394","Ding_Gorgeous","Rochester, MN",44.0121221,-92.4801989,"Minnesota"
"395","diamondsamosa","TRUE NORTH",32.7477155,-117.1299354,"California"
"396","loverofsol","Michigan, USA",44.3148443,-85.6023643,"Michigan"
"400","kim_wilz","washington indiana",38.6592152,-87.172789,"Indiana"
"402","Farida_126","out of the box",42.8120578,-86.0158654,"Michigan"
"405","_lycheemonster","Olympia, WA",47.0378741,-122.9006951,"Washington"
"406","stevesavitz","brooklyn",40.6781784,-73.9441579,"New York"
"408","BiggestComeback","New York",40.7127753,-74.0059728,"New York"
"409","rosesweettweets","Palm Desert CA",33.7222445,-116.3744556,"California"
"413","NBBNorcia","Baltimore, MD",39.2903848,-76.6121893,"Maryland"
"414","swuswuswu","Houston, TX",29.7604267,-95.3698028,"Texas"
"417","SkinCancerOrg","New York, NY",40.7127753,-74.0059728,"New York"
"419","LungOmics","New York, NY",40.7127753,-74.0059728,"New York"
"422","TheLymphieLife","Baltimore, MD",39.2903848,-76.6121893,"Maryland"
"425","sunpungi","Philadelphia, PA",39.9525839,-75.1652215,"Pennsylvania"
"435","LoDoCrypto","Denver, CO",39.7392358,-104.990251,"Colorado"
"437","STEVENKOLKERMD","Santa Monica, CA",34.0194543,-118.4911912,"California"
"438","bagel_angel_","Flavortown, USA",33.206648,-82.389809,"Georgia"
"439","bimbomouse","Virginia, USA",37.4315734,-78.6568942,"Virginia"
"441","whinniedahpoo","Colorado, USA",39.5500507,-105.7820674,"Colorado"
"442","ayekrissy","St Louis, MO",38.6270025,-90.1994042,"Missouri"
"443","SturgisSports","Greenville, SC",34.8526176,-82.3940104,"South Carolina"
"445","robs_kabobs","Virginia, USA",37.4315734,-78.6568942,"Virginia"
"446","whiteoakfarmer","Waynesville, NC",35.4887145,-82.9887477,"North Carolina"
"447","ChrisVanD4","California, USA",36.778261,-119.4179324,"California"
"449","TakeThatCDC","Atlanta, GA",33.7489954,-84.3879824,"Georgia"
"450","DaleYuzuki","Maryland USA",39.0457549,-76.6412712,"Maryland"
"451","MKandtheforce","Midland, TX",31.9973456,-102.0779146,"Texas"
"454","SlSSIES","18 | she/her",38.9981104,-94.7756407,"Kansas"
"457","JAMASurgery","Chicago, IL",41.8781136,-87.6297982,"Illinois"
"458","noveldevice","Boulder, CO",40.0149856,-105.2705456,"Colorado"
"459","sheboyganscan","Sheboygan, WI",43.7508284,-87.71453,"Wisconsin"
"462","ErYeezy","713",29.74255,-95.399022,"Texas"
"464","eoElevate","Utah and Texas ",39.3209801,-111.0937311,"Utah"
"465","wiredmarketer","Hyannis, MA, USA",41.6524911,-70.2881124,"Massachusetts"
"466","Smiles4me","Iowa",41.8780025,-93.097702,"Iowa"
"467","JAMADerm","Chicago, IL",41.8781136,-87.6297982,"Illinois"
"468","lefer_medevac","Atlanta, GA",33.7489954,-84.3879824,"Georgia"
"471","MsCjay","Las Vegas",36.1699412,-115.1398296,"Nevada"
"474","yydelane","atx/ cstat",30.627977,-96.3344068,"Texas"
"477","CryptoGlamDoll","Atlanta ",33.7489954,-84.3879824,"Georgia"
"478","KaitlinSundling","Wisconsin, USA",43.7844397,-88.7878678,"Wisconsin"
"483","fnyland45","Massachussetts,US",42.4072107,-71.3824374,"Massachusetts"
"486","ahisom74"," Jackson, Tennessee",35.6145169,-88.8139469,"Tennessee"
"487","AestheticMDoc","New York, NY, United States",40.7127753,-74.0059728,"New York"
"488","Rhodarein","Madison, WI",43.0730517,-89.4012302,"Wisconsin"
"492","NaturalLymphie","Winfield, IL",41.8616956,-88.1609031,"Illinois"
"496","sholyhitmanbat","Chicago area but travel extensively",41.8823113,-87.6320215,"Illinois"
"497","Sublime12NO","Onmyhorse",36.1414475,-79.8861627,"North Carolina"
"500","MassageEd","Tennessee, USA",35.5174913,-86.5804473,"Tennessee"
"506","DFXCustoms","Bradenton, FL",27.4989278,-82.5748194,"Florida"
"507","sad_slav","Colorado Oblast, Great Satan",39.5500507,-105.7820674,"Colorado"
"508","DLauro","Hell",42.43472,-83.985,"Michigan"
"510","beckadelic","Palm Bay, FL",28.0344621,-80.5886646,"Florida"
"512","PyettDavid","Denver, CO",39.7392358,-104.990251,"Colorado"
"513","RonMindful","Reno, NV",39.5296329,-119.8138027,"Nevada"
"514","sidekick_matt","Hero City",37.5640473,-122.3253119,"California"
"516","WieldedFate","North Ogden, UT ",41.3071645,-111.9602196,"Utah"
"517","DrewMoghanaki","Atlanta, GA",33.7489954,-84.3879824,"Georgia"
"520","balancecancer","New York, NY",40.7127753,-74.0059728,"New York"
"521","debryan96962349","Watertown, NY",43.9747838,-75.9107565,"New York"
"522","onozz717","Seattle, WA",47.6062095,-122.3320708,"Washington"
"523","RedHeadsKickAss","Colorado, USA",39.5500507,-105.7820674,"Colorado"
"524","sash_cr","Los Angeles, CA",34.0522342,-118.2436849,"California"
"525","tomfolanmd","The Internets",39.4714884,-119.7767248,"Nevada"
"528","grinchmotron","Whoville",43.0135456,-89.4698158,"Wisconsin"
"530","jordanlacy_","Kent, OH",41.1536674,-81.3578859,"Ohio"
"533","TXHarrington","Houston, TX",29.7604267,-95.3698028,"Texas"
"535","Whoregano","Basura",40.0380675,-76.3032962,"Pennsylvania"
"537","devorahjsklar","Orcutt, CA",34.8652574,-120.4359966,"California"
"538","J26856126","Quantum",37.724043,-97.415992,"Kansas"
"539","natashayounge","<U+26F1> LA | <U+2614> UK",34.0522342,-118.2436849,"California"
"541","_MissMelody","Springfield, OREGON",44.0462362,-123.0220289,"Oregon"
"542","CassieJLind","Las Vegas, NV",36.1699412,-115.1398296,"Nevada"
"543","mikepatkelly","babylon ny",40.7107127,-73.3673169,"New York"
"544","DrPhilippaJhean","South Side, Chicago",41.8054641,-87.6087638,"Illinois"
"546","vingular","Magic shop ",36.2002002,-95.1667331,"Oklahoma"
"548","Opheliaisntdead","Somewhere over the rainbow",41.8019705,-89.6811799,"Illinois"
"550","IceSheetMike","Cheyenne land, Boulder, CO",39.9902347,-105.2351338,"Colorado"
"552","pbates502","Indianola, IA",41.3580484,-93.5574376,"Iowa"
"558","brain_bpd","Michigan, USA",44.3148443,-85.6023643,"Michigan"
"559","xrcheymayne","no",36.670501,-95.936232,"Oklahoma"
"569","kyl3charisma","Conroe, TX",30.3118769,-95.4560512,"Texas"
"572","Joeybrown12345","Butte, MT",46.0038232,-112.5347775,"Montana"
"575","maudamanda","773",41.9397248,-87.6599988,"Illinois"
"578","GFandGlittery","Los Angeles, CA",34.0522342,-118.2436849,"California"
"579","MoHuntrGatherer","Missouri",37.9642529,-91.8318334,"Missouri"
"580","geoffreyburns","Ann Arbor, MI",42.2808256,-83.7430378,"Michigan"
"581","21Drea__","209",39.04189,-94.58426,"Missouri"
"582","dollfvceshay","Columbus, OH",39.9611755,-82.9987942,"Ohio"
"583","NJMonsees","Potomac, MD - Sometimes FL",39.0181651,-77.2085914,"Maryland"
"584","PapaSquax","Blacksburg, VA",37.2295733,-80.4139393,"Virginia"
"585","leslieknee","Silver Spring MD",38.9906657,-77.026088,"Maryland"
"589","gastroendonews","New York, New York",36.1023715,-115.1745559,"Nevada"
